character,dialogue,episode
MARGE,"""The father of the boy who doesn't win has to mow the lawn in his wife's Sunday dress."" Now I suppose you both have to sign this. I hope",7F08   DEAD PUTTING SOCIETY
HOMER,"I'm game if you are, Flanders. Flanders shakes his head and signs the contract.",7F08   DEAD PUTTING SOCIETY
NED FLANDERS,"Good gravy, what have I done?",7F08   DEAD PUTTING SOCIETY
LOVEJOY,"What's troubling you, Brother Flanders? Smothering your children with too much love again?",7F08   DEAD PUTTING SOCIETY
NED FLANDERS,"No, Reverend, it's that neighbor of mine. He's turned me into a foul-mouthed gambler, and possibly a cross-dresser.",7F08   DEAD PUTTING SOCIETY
LOVEJOY,"Gee, Ned, this sounds serious, but --",7F08   DEAD PUTTING SOCIETY
NED FLANDERS,Will you shut up and listen?!,7F08   DEAD PUTTING SOCIETY
NED FLANDERS,"You see what I mean? Reverend, I get the feeling he may be just a tiny bit jealous of me. And the more his behavior bothers me, the more I want to take pleasure in his ineptitude.",7F08   DEAD PUTTING SOCIETY
LOVEJOY,"Yes, back in seminary, a student was jealous of my... well, let's just say I had more on the beam. But rather than savor my superiority, I reached out to him in a spirit of Christian fellowship, and today we're the best of friends.",7F08   DEAD PUTTING SOCIETY
LOVEJOY,He's the pastor at Second Presbyterian. A wee little church for a wee little man.,7F08   DEAD PUTTING SOCIETY
NED FLANDERS,So you think if I reach out in the same spirit to Homer...,7F08   DEAD PUTTING SOCIETY
LOVEJOY,Homer? Homer Simpson?,7F08   DEAD PUTTING SOCIETY
LOVEJOY,"Ned, he's a member of my flock.",7F08   DEAD PUTTING SOCIETY
NED FLANDERS,Yes.,7F08   DEAD PUTTING SOCIETY
LOVEJOY,"He annoys everyone. Without getting into particulars, it's clear to me that you're in no way to blame.",7F08   DEAD PUTTING SOCIETY
NED FLANDERS,"But, Reverend, it takes two to tango.",7F08   DEAD PUTTING SOCIETY
LOVEJOY,Trust me.,7F08   DEAD PUTTING SOCIETY
NED FLANDERS,And what about the bet?,7F08   DEAD PUTTING SOCIETY
LOVEJOY,Take hin.,7F08   DEAD PUTTING SOCIETY
HOMER,"Hey, Bart, how's it goin', champ? Let's see that winning forn. Bart becomes visibly nervous.",7F08   DEAD PUTTING SOCIETY
HOMER,Keep your left arm straight... rotate your shoulders...,7F08   DEAD PUTTING SOCIETY
HOMER,"Look, son, all I'm asking is that you try.",7F08   DEAD PUTTING SOCIETY
BART,"Okay, I'll try.",7F08   DEAD PUTTING SOCIETY
HOMER,Anybody can try! I want you to win! Give me a swelled head! I never had one! Bart stabs at the ball. It bounces off the pig and,7F08   DEAD PUTTING SOCIETY
MARGE,Homer?!,7F08   DEAD PUTTING SOCIETY
HOMER,"Marge, give me your honest opinion. This? (HOLDS UP",7F08   DEAD PUTTING SOCIETY
HOMER,"Just another day. Nothing to get nervous about. No big tournament... Oh, wait a minute. There is a big tournament and you're in it! And you better win! Lisa runs in.",7F08   DEAD PUTTING SOCIETY
LISA,Dad! Please leave!,7F08   DEAD PUTTING SOCIETY
HOMER,"See you downstairs, boy. There's a hearty steak and eggs breakfast",7F08   DEAD PUTTING SOCIETY
LISA,How are you feeling?,7F08   DEAD PUTTING SOCIETY
BART,Okay.,7F08   DEAD PUTTING SOCIETY
LISA,Eighth hole.,7F08   DEAD PUTTING SOCIETY
BART,"Aim for the Octopus' third tentacle, allow for six inches of break.",7F08   DEAD PUTTING SOCIETY
LISA,Twelfth hole.,7F08   DEAD PUTTING SOCIETY
BART,"Bank it off the pink tombstone, don't leave it short.",7F08   DEAD PUTTING SOCIETY
LISA,Nirvana.,7F08   DEAD PUTTING SOCIETY
BART,A state of bliss attained through the extinction of the self.,7F08   DEAD PUTTING SOCIETY
HOMER,Heh heh... that crazy Marmaduke... Marge sets the plate of steak and eggs before Bart.,7F08   DEAD PUTTING SOCIETY
MARGE,"Here you go, Bart. A lumberjack's breakfast.",7F08   DEAD PUTTING SOCIETY
LISA,"Mom, Bart is ona strict diet of complex carbohydrates. Steak will make him logy.",7F08   DEAD PUTTING SOCIETY
LISA,Oatmeal.,7F08   DEAD PUTTING SOCIETY
HOMER,Oatmeal?,7F08   DEAD PUTTING SOCIETY
HOMER,"News flash, Lisa! Bart isn't a horse. Eat your steak, boy.",7F08   DEAD PUTTING SOCIETY
BART,"Aw, forget it! I'm not hungry.",7F08   DEAD PUTTING SOCIETY
LISA,"Dad, do you know what the biggest obstacle is to Bart playing well?",7F08   DEAD PUTTING SOCIETY
HOMER,That kangaroo statue where you got to hit it in the tiny little pouch?,7F08   DEAD PUTTING SOCIETY
LISA,No. You are.,7F08   DEAD PUTTING SOCIETY
HOMER,Me?? That was my next guess.,7F08   DEAD PUTTING SOCIETY
LISA,You've staked this entire family's self-esteem on the shoulders of a ten- year-old boy. The only way he can win is if you tell him it's okay to lose.,7F08   DEAD PUTTING SOCIETY
HOMER,"But if I tell him to lose, he'll lose.",7F08   DEAD PUTTING SOCIETY
LISA,"No, Dad. If you tell him to win, he'll lose.",7F08   DEAD PUTTING SOCIETY
HOMER,"Lisa, there's a lot of things I haven't understood in my life: One of them is everything you just said... Okay, I'll talk to him, but you better be right.",7F08   DEAD PUTTING SOCIETY
HOMER,"Watching TV instead of thinking about the tournament, eh? Good, good. Because that tournament is not so important --",7F08   DEAD PUTTING SOCIETY
BART,"Homer, would you shut up about the tournament, already! Why are you so obsessed with it? You're crazy! Name me one athlete who got famous playing a sport with the word ""miniature"" in it, To hell with the tournament! I don't care about the stupid tournament!",7F08   DEAD PUTTING SOCIETY
HOMER,"Well, now what do you say?",7F08   DEAD PUTTING SOCIETY
LISA,Victory is ours!,7F08   DEAD PUTTING SOCIETY
HOMER,Huh?,7F08   DEAD PUTTING SOCIETY
PAN,across the course as we hear TV SPORTS MUSIC and a,7F08   DEAD PUTTING SOCIETY
ANGLE,Bart conferring with Lisa.,7F08   DEAD PUTTING SOCIETY
LISA,"Bart, having never received any words of encouragement myself, I'm not sure how they're supposed to sound. But here goes. I believe in you.",7F08   DEAD PUTTING SOCIETY
BART,"Thanks, man!",7F08   DEAD PUTTING SOCIETY
HOMER,"Hey, Flanders, it's no use praying, because I already did the same thing,",7F08   DEAD PUTTING SOCIETY
HOMER,"Oh... Well, it doesn't matter. This",7F08   DEAD PUTTING SOCIETY
NED FLANDERS,"No, you will.",7F08   DEAD PUTTING SOCIETY
HOMER,'Fraid not.,7F08   DEAD PUTTING SOCIETY
NED FLANDERS,'Fraid so.,7F08   DEAD PUTTING SOCIETY
NED FLANDERS,'Fraid so infinity plus one.,7F08   DEAD PUTTING SOCIETY
ANGLE,Marge and Maude looking at Homer and Ned.,7F08   DEAD PUTTING SOCIETY
MARGE,"You know, Homer has many fine qualities. He looks like a baby when",7F08   DEAD PUTTING SOCIETY
MAUDE,There's a lot of little boy in both of then.,7F08   DEAD PUTTING SOCIETY
TODD,"Good luck, Bart.",7F08   DEAD PUTTING SOCIETY
BART,Get bent.,7F08   DEAD PUTTING SOCIETY
BART,"Oh, man... Bart talks to himself as he tees up.",7F08   DEAD PUTTING SOCIETY
BART,Tree falling in the woods. Tree falling in the woods. Tree falling in the...,7F08   DEAD PUTTING SOCIETY
HOMER,"Woo-hoo!  Stick that in your pipe, Mister Put-on-women's- clothing-and-mow-the-grass-in-front-of- a-bunch-of people!  Oh, and smoke at!",7F08   DEAD PUTTING SOCIETY
NED FLANDERS,"Mercy is for the weak, Todd. Todd does not look happy with the change in his dad.",7F08   DEAD PUTTING SOCIETY
NED FLANDERS,"It's okay, son. You can recover.",7F08   DEAD PUTTING SOCIETY
ANGLE,Homer is a nervous wreck.,7F08   DEAD PUTTING SOCIETY
HOMER,"Come on, Bart. Remember what Vince Lombardi said: ""If you lose, you're out of the family.""",7F08   DEAD PUTTING SOCIETY
MARGE,Homer!,7F08   DEAD PUTTING SOCIETY
BART,"This is it, dude. (SINGS",7F08   DEAD PUTTING SOCIETY
TODD,"This is pretty tense, isn't it, Bart?",7F08   DEAD PUTTING SOCIETY
BART,"Well, maybe for you.",7F08   DEAD PUTTING SOCIETY
TODD,You mean you're not nervous? Your knees aren't shaking. You don't realize that the slightest mistake can brand you a loser?,7F08   DEAD PUTTING SOCIETY
BART,"Oh, that. Yeah, I got plenty of that.",7F08   DEAD PUTTING SOCIETY
TODD,"Well, I guess there's no turning back",7F08   DEAD PUTTING SOCIETY
BART,Sure there is. We could quit.,7F08   DEAD PUTTING SOCIETY
TODD,Hey!,7F08   DEAD PUTTING SOCIETY
TODD,We've decided we're equally good.,7F08   DEAD PUTTING SOCIETY
BART,"Yeah, we want to call it a draw.",7F08   DEAD PUTTING SOCIETY
NED FLANDERS,"Well, Homer, our kids showed us something today. By working together, we can both be winners. Thank heaven neither of us has to go through with that silly wager.",7F08   DEAD PUTTING SOCIETY
HOMER,"Wait a minute, Flanders! You're not gonna welch on our bet?!",7F08   DEAD PUTTING SOCIETY
NED FLANDERS,What are you talking about? Neither of our boys lost.,7F08   DEAD PUTTING SOCIETY
HOMER,I got it right here in writing.,7F08   DEAD PUTTING SOCIETY
HOMER,"""The father of the boy who doesn't win has to mow the lawn dressed in his wife's Sunday dress.""",7F08   DEAD PUTTING SOCIETY
NED FLANDERS,You mean you want us both to do it?!,7F08   DEAD PUTTING SOCIETY
HOMER,"That's right, Flanders. Wearing a dress is a small price to pay to see",7F08   DEAD PUTTING SOCIETY
MARGE,"Oh, my best dress.",7F08   DEAD PUTTING SOCIETY
LISA,Why do I get the feeling that someday I'll be describing this to a psychiatrist?,7F08   DEAD PUTTING SOCIETY
HOMER,Muttering to himself.,7F08   DEAD PUTTING SOCIETY
HOMER,Listen to them laughing... This is so humiliating... I'm never gonna live this down... Damn Flanders... Homer approaches the fence at the same time Flanders does.,7F08   DEAD PUTTING SOCIETY
NED FLANDERS,"¥'know, Simpson, this is kind of fun! Reminds me of my fraternity days.",7F08   DEAD PUTTING SOCIETY
HOMER,Oh my God! He's enjoying it!,7F08   DEAD PUTTING SOCIETY
PAGE,2,7F09   ITCHY & SCRATCHY & MARGE
MARGE,is in the kitchen making dinner. We see her shaking a wide variety of spices onto some breaded pork chops.,7F09   ITCHY & SCRATCHY & MARGE
HOMER,"is looking over her shoulder, admiring her handiwork. We can hear Bart and Lisa LAUGHING 0.S.",7F09   ITCHY & SCRATCHY & MARGE
MARGE,"A dash of rosemary, a smidgen of thyme, a pinch of marjoram...",7F09   ITCHY & SCRATCHY & MARGE
HOMER,"You know, Marge, you make the best pork chops in the whole world.",7F09   ITCHY & SCRATCHY & MARGE
MARGE,"Oh now, Homer, they're nothing special. The extra ingredient is care. Marge continues spicing the pork chops.",7F09   ITCHY & SCRATCHY & MARGE
MARGE,"A sprinkle of chervil, half a teaspoon of turmeric...",7F09   ITCHY & SCRATCHY & MARGE
MARGE,«ss and a whisper of garlic.,7F09   ITCHY & SCRATCHY & MARGE
HOMER,"Marge, I'm gonna build you a spice rack!",7F09   ITCHY & SCRATCHY & MARGE
MARGE,You don't have to go to all that trouble.,7F09   ITCHY & SCRATCHY & MARGE
HOMER,It's no trouble. I've got a whole garageful of tools I never use. Homer exits.,7F09   ITCHY & SCRATCHY & MARGE
KRUSTY,is looking through a spyglass.,7F09   ITCHY & SCRATCHY & MARGE
KRUSTY,"Hey, kids! I spy Itchy and Scratchy off the port bow! We see the opening of the Itchy & Scratchy Show. Itchy and Seene® Scratchy are running towards the camera POUNDING each other é over the head with mallets as the THEME SONG plays.",7F09   ITCHY & SCRATCHY & MARGE
BART,Down in front!,7F09   ITCHY & SCRATCHY & MARGE
HOMER,"Shut up, boy. Scratchy is waiting for the kick-off on a football field. Itchy lights a fuse in a teed-up football and kicks off. Scratchy fields the ball and there's a huge EXPLOSION, leaving a crater in the field. A scorched, blackened Scratchy falls into the hole and is immediately jumped on by an entire football team coming from all directions.",7F09   ITCHY & SCRATCHY & MARGE
CONTINUOUS,"Homer crosses the obviously unused garage that's packed with obviously unused tools, many with the original plastic still covering them. He walks to a shelf that has every handyman encyclopedia ever made.",7F09   ITCHY & SCRATCHY & MARGE
HOMER,"I knew all this stuff would come in handy some day. Let's see now... ah, here it is. The Complete Handyman's Bookshelf. Volume One. Spice Racks. Homer takes the volume off the shelf and puts it on his unused workbench. He crosses to a small pile of unused wood, selects one that still has the small red flag on it, lays it on the workbench and opens the spice rack book to page one.",7F09   ITCHY & SCRATCHY & MARGE
HOMER,"""Pick - up - a - ham - mer...""",7F09   ITCHY & SCRATCHY & MARGE
ANGLE,"Maggie is on the stairway above Homer's head. She is holding a large mallet. As the PSYCHO MUSIC continues, she bashes Homer over the head with all her might.",7F09   ITCHY & SCRATCHY & MARGE
HOMER,Ceratt'd),7F09   ITCHY & SCRATCHY & MARGE
HOMER,"Keep her away from me, Marge! She's got that crazy look in her eyes again.",7F09   ITCHY & SCRATCHY & MARGE
MARGE,"Come on, Maggie. Marge picks up Maggie and sets her down in front of the TV.",7F09   ITCHY & SCRATCHY & MARGE
MARGE,Where would an innocent child get the idea to attack her father with a mallet?,7F09   ITCHY & SCRATCHY & MARGE
MARGE,Could television be,7F09   ITCHY & SCRATCHY & MARGE
ROOM,"Maggie picks up a sharp pencil and starts heading for Homer, the pencil raised in her clenched fist. We start to hear the PSYCHO STINGS again, but they stop when Marge picks Maggie up and takes away the pencil.",7F09   ITCHY & SCRATCHY & MARGE
MARGE,"So, that's where she gets it! No, Maggie! Bad baby! Marge turns off the TV. We were watching that!",7F09   ITCHY & SCRATCHY & MARGE
MARGE,"Well, you won't be watching these cartoons anymore. Ever.",7F09   ITCHY & SCRATCHY & MARGE
LISA,"But, Mom! If you take our cartoons away, we'll grow up without a sense of humor and be robots.",7F09   ITCHY & SCRATCHY & MARGE
BART,"Really? What kind of robots? Bart is walking up to the monkeybars, where MILHOUSE is hanging upside down eating part of his lunch. NELSON",7F09   ITCHY & SCRATCHY & MARGE
NELSON,Coord),7F09   ITCHY & SCRATCHY & MARGE
BART,"Thanks, Nelson.  So... Milhouse... what did I miss yesterday?",7F09   ITCHY & SCRATCHY & MARGE
MILHOUSE,"Scratchy was a mad scientist and he built this big, cool machine with all kinds of electrodes and dials and everything...",7F09   ITCHY & SCRATCHY & MARGE
NELSON,And then he hit Itchy over the head with it.,7F09   ITCHY & SCRATCHY & MARGE
BART,"Aw, I've only seen that one three times.",7F09   ITCHY & SCRATCHY & MARGE
MILHOUSE,"Hey, what if you watch Itchy and",7F09   ITCHY & SCRATCHY & MARGE
BART,Hmmm... It's just crazy enough to work.,7F09   ITCHY & SCRATCHY & MARGE
HOMER,Coon!) You heard me. I won't be in for the rest of the week. I told you. My baby beat me up. It is not the worst excuse I ever thought up. Homer hangs up the phone as Marge enters carrying a looseleaf notebook and looks around the childless living room.,7F09   ITCHY & SCRATCHY & MARGE
MARGE,I wonder why Bart and Lisa are so late getting home from school?,7F09   ITCHY & SCRATCHY & MARGE
TV,"The title card reads ""Messenger of Death."" The doorbell",7F09   ITCHY & SCRATCHY & MARGE
CONTINUOUS,Lisa and JANEY are watching Itchy & Scratchy and LAUGHING.,7F09   ITCHY & SCRATCHY & MARGE
HOMER,"Hey, how come you can watch cartoons but the kids can't?",7F09   ITCHY & SCRATCHY & MARGE
MARGE,Because.,7F09   ITCHY & SCRATCHY & MARGE
HOMER,"Because you said so, why?",7F09   ITCHY & SCRATCHY & MARGE
MARGE,Homer! I'm trying to work!,7F09   ITCHY & SCRATCHY & MARGE
HOMER,Oh.  What are you doing?,7F09   ITCHY & SCRATCHY & MARGE
MARGE,I'm cataloguing the violence in these cartoons. I don't think adults have ever actually sat down and watched them before.,7F09   ITCHY & SCRATCHY & MARGE
TV,"Itchy hits Scratchy in the back of the head with a sledgehammer. Scratchy's eyes fly out. Scratchy staggers around looking for them. Itchy gives Scratchy two HISSING bombs. Scratchy forces the bombs into his eyesockets, then goes over to a mirror and begins combing his hair. He sees his reflection in the mirror, notices the bombs and runs around SCREAMING until he EXPLODES.",7F09   ITCHY & SCRATCHY & MARGE
MARGE,What kind of warped human being would find that funny?,7F09   ITCHY & SCRATCHY & MARGE
MARGE,This is the kind of entertainment they think is suitable for younger and more impressionable viewers?,7F09   ITCHY & SCRATCHY & MARGE
HOMER,"Yeah, but what are ya gonna do?",7F09   ITCHY & SCRATCHY & MARGE
MARGE,I'll tell you what I'm going to do. I'm going to put a stop to it.,7F09   ITCHY & SCRATCHY & MARGE
HOMER,You are? When?,7F09   ITCHY & SCRATCHY & MARGE
MARGE,"Right now.  Homer, I'm going to write a letter. Marge goes over to the desk and sits down. She takes out a",7F09   ITCHY & SCRATCHY & MARGE
MARGE,"SceNE*y ""Dear Purveyors of Senseless Violence: JI know this may sound silly",7F09   ITCHY & SCRATCHY & MARGE
KRUSTY,"is holding Marge's letter at various angles, MUMBLING, trying to figure out what the letter might mean.",7F09   ITCHY & SCRATCHY & MARGE
